# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DR       = Precipitation duration (in 0.1 hour); 
# 
# STN,YYYYMMDD,   DR
# 
  260,20170522,    0
  260,20170523,    0
  260,20170524,    0
  260,20170525,    0
  260,20170526,    0
  260,20170527,    0
  260,20170528,    0
  260,20170529,    4
  260,20170530,    0
  260,20170531,    0
  260,20170601,    0
  260,20170602,    0
  260,20170603,    6
  260,20170604,    0
  260,20170605,    0
  260,20170606,   70
  260,20170607,   32
  260,20170608,    5
  260,20170609,   60
  260,20170610,    0
  260,20170611,    0
  260,20170612,    0
  260,20170613,    0
  260,20170614,    0
  260,20170615,    0
  260,20170616,    0
  260,20170617,    0
  260,20170618,    0
  260,20170619,    0
  260,20170620,    0
  260,20170621,    0
  260,20170622,    8
  260,20170623,    0
  260,20170624,   67
  260,20170625,   29
  260,20170626,    0
  260,20170627,   12
  260,20170628,   48
  260,20170629,    1
  260,20170630,   30
  260,20170701,   69
  260,20170702,    8
  260,20170703,    8
  260,20170704,    0
  260,20170705,    0
  260,20170706,   41
  260,20170707,    0
  260,20170708,    0
  260,20170709,    0
  260,20170710,    4
  260,20170711,   30
  260,20170712,  111
  260,20170713,    0
  260,20170714,   25
  260,20170715,    0
  260,20170716,   10
  260,20170717,    0
  260,20170718,    0
  260,20170719,    1
  260,20170720,   29
  260,20170721,    0
  260,20170722,   22
  260,20170723,   32
  260,20170724,   30
  260,20170725,   33
  260,20170726,    2
  260,20170727,    0
  260,20170728,   14
  260,20170729,   40
  260,20170730,    3
  260,20170731,    0
  260,20170801,    0
  260,20170802,   51
  260,20170803,   18
  260,20170804,    5
  260,20170805,   14
  260,20170806,    0
  260,20170807,    0
  260,20170808,   51
  260,20170809,    0
  260,20170810,   18
  260,20170811,    8
  260,20170812,   56
  260,20170813,    0
  260,20170814,    0
  260,20170815,   19
  260,20170816,    0
  260,20170817,   29
  260,20170818,   14
  260,20170819,   47
  260,20170820,    0
  260,20170821,    0
  260,20170822,    0
  260,20170823,    0
  260,20170824,    0
  260,20170825,    0
  260,20170826,    0
  260,20170827,    0
  260,20170828,    0
  260,20170829,    5
  260,20170830,   92
  260,20170831,   33
  260,20170901,   13
  260,20170902,    0
  260,20170903,    0
  260,20170904,    0
  260,20170905,    4
  260,20170906,   32
  260,20170907,   19
  260,20170908,  143
  260,20170909,   75
  260,20170910,    7
  260,20170911,   51
  260,20170912,    2
  260,20170913,   64
  260,20170914,   65
  260,20170915,   35
  260,20170916,  148
  260,20170917,    0
  260,20170918,   12
  260,20170919,    0
  260,20170920,    5
  260,20170921,    0
  260,20170922,    5
  260,20170923,    0
  260,20170924,    0
  260,20170925,    0
  260,20170926,    0
  260,20170927,    0
  260,20170928,   20
  260,20170929,   21
  260,20170930,   37
  260,20171001,    0
  260,20171002,   13
  260,20171003,    6
  260,20171004,   25
  260,20171005,   85
  260,20171006,   19
  260,20171007,   76
  260,20171008,    2
  260,20171009,   37
  260,20171010,   10
  260,20171011,    2
  260,20171012,    2
  260,20171013,    0
  260,20171014,    0
  260,20171015,    0
  260,20171016,    0
  260,20171017,    0
  260,20171018,    0
  260,20171019,    0
  260,20171020,   33
  260,20171021,    6
  260,20171022,  118
  260,20171023,    4
  260,20171024,   27
  260,20171025,    0
  260,20171026,    0
  260,20171027,    3
  260,20171028,   23
  260,20171029,   18
  260,20171030,    0
  260,20171031,    0
  260,20171101,    0
  260,20171102,    0
  260,20171103,    8
  260,20171104,   36
  260,20171105,   37
  260,20171106,    8
  260,20171107,    0
  260,20171108,    0
  260,20171109,   16
  260,20171110,   26
  260,20171111,   41
  260,20171112,   65
  260,20171113,   11
  260,20171114,   18
  260,20171115,   64
  260,20171116,   24
  260,20171117,    0
  260,20171118,   32
  260,20171119,    8
  260,20171120,  124
  260,20171121,   35
  260,20171122,    9
  260,20171123,   10
  260,20171124,   28
  260,20171125,    1
  260,20171126,   17
  260,20171127,   91
  260,20171128,    8
  260,20171129,    1
  260,20171130,    8
  260,20171201,    0
  260,20171202,    0
  260,20171203,   49
  260,20171204,   23
  260,20171205,    0
  260,20171206,    0
  260,20171207,   33
  260,20171208,   66
  260,20171209,   74
  260,20171210,   79
  260,20171211,  107
  260,20171212,    8
  260,20171213,   81
  260,20171214,   57
  260,20171215,    7
  260,20171216,   12
  260,20171217,   42
  260,20171218,   22
  260,20171219,    0
  260,20171220,   19
  260,20171221,   14
  260,20171222,   65
  260,20171223,    0
  260,20171224,   35
  260,20171225,   22
  260,20171226,   20
  260,20171227,   94
  260,20171228,    4
  260,20171229,   63
  260,20171230,   50
  260,20171231,  153
